SnapshotNumber,Time_Gyr,LookbackTime_Gyr,Redshift,ExpansionFactor,VirialRadius_ckpc,VirialMass_1E10Msun,MainHaloIdx,MainSubhaloIdx,VirialRadius00_ckpc,VirialMass00_1E10Msun,ReferencePotential_(km/s)^2
42,0.9678925,12.8526373,5.8466137,0.1460576,76.419,1.473029,0,0,76.419,1.473029,386158.5
43,1.0390037,12.7815261,5.5297658,0.1531448,81.501,1.7887395,0,0,81.501,1.7887395,386609.812
44,1.1153094,12.7052204,5.227581,0.160576,85.109,2.0393747,0,0,85.109,2.0393747,384851.469
45,1.1971819,12.6233479,4.9393807,0.1683677,89.584,2.3816769,0,0,89.584,2.3816769,384107.562
46,1.2850184,12.5355114,4.6645177,0.1765375,107.121,4.0791765,0,0,107.121,4.0791765,382188.094
47,1.3695202,12.4510096,4.4280337,0.1842288,113.109,4.810102,0,0,113.109,4.810102,378060.938
48,1.4698785,12.3506513,4.1768349,0.1931682,120.855,5.8793515,0,0,120.855,5.8793515,378283.812
49,1.5775065,12.2430233,3.9372611,0.2025414,131.367,7.5704741,0,0,131.367,7.5704741,376504.125
50,1.692911,12.1276188,3.7087743,0.2123695,137.575,8.7182206,0,0,137.575,8.7182206,373860.312
51,1.8166298,12.0039,3.4908614,0.2226744,144.783,10.1955784,0,0,144.783,10.1955784,369153.625
52,1.9492319,11.8712979,3.2830331,0.2334794,159.789,13.7553272,0,0,159.789,13.7553272,373059.812
53,2.0913186,11.7292112,3.0848226,0.2448087,166.792,15.7112728,0,0,166.792,15.7112728,372170.125
54,2.2435237,11.5770061,2.895785,0.2566877,179.147,19.562496,0,0,179.147,19.562496,367423.938
55,2.3897091,11.4308207,2.7331426,0.2678708,193.418,24.7458151,0,0,193.418,24.7458151,363243.938
56,2.5451363,11.2753935,2.5772903,0.2795412,199.446,27.2844407,0,0,199.446,27.2844407,354194.438
57,2.6914781,11.1290517,2.4442257,0.290341,201.358,28.2370427,0,0,201.358,28.2370427,360649.188
58,2.8459209,10.9746089,2.3161107,0.3015581,201.608,28.5220248,0,0,201.608,28.5220248,359990.062
59,2.9880126,10.8325172,2.2079255,0.3117279,199.452,27.7831179,0,0,199.452,27.7831179,357874.562
60,3.1368773,10.6836525,2.1032697,0.3222408,198.822,27.7054674,0,0,198.822,27.7054674,355181.438
61,3.2927893,10.5277405,2.0020281,0.3331081,200.173,28.4816544,0,0,200.173,28.4816544,352284.312
62,3.4560273,10.3645025,1.9040895,0.344342,204.35,30.5449655,0,0,204.35,30.5449655,348852.875
63,3.6019898,10.21854,1.8226893,0.3542721,219.463,38.1217215,0,0,219.463,38.1217215,349862.312
64,3.7537196,10.0668102,1.7435706,0.3644885,226.651,42.3303761,0,0,226.651,42.3303761,346669.219
65,3.9113954,9.9091344,1.6666696,0.3749996,231.772,45.665267,0,0,231.772,45.665267,341050.938
66,4.0474627,9.7730671,1.6042345,0.38399,237.383,49.4446683,0,0,237.383,49.4446683,331060.25
67,4.2165016,9.6040282,1.531239,0.3950634,239.999,51.6186799,0,0,239.999,51.6186799,321151.469
68,4.3622849,9.4582449,1.4719748,0.4045349,241.569,53.1053198,0,0,241.569,53.1053198,329837.688
69,4.5126456,9.3078842,1.4140982,0.4142334,241.032,53.263137,0,0,241.032,53.263137,325451.5
70,4.6676818,9.152848,1.3575767,0.4241644,242.576,54.8435485,0,0,242.576,54.8435485,334167.281
71,4.8274896,8.9930402,1.3023785,0.4343335,246.133,57.9131724,0,0,246.133,57.9131724,334886.75
72,4.9921623,8.8283675,1.2484726,0.4447464,246.54,58.8675954,0,0,246.54,58.8675954,329071.375
73,5.127464,8.6930658,1.2062581,0.4532561,246.532,59.4380494,0,0,246.532,59.4380494,323611.25
74,5.3011186,8.5194112,1.1546027,0.4641227,249.594,62.4667231,0,0,249.594,62.4667231,322637.75
75,5.4437164,8.3768134,1.1141506,0.4730032,252.089,65.0472642,0,0,252.089,65.0472642,323815.875
76,5.5896241,8.2309057,1.0744579,0.4820537,252.835,66.3688708,0,0,252.835,66.3688708,322112.75
77,5.7388805,8.0816493,1.0355104,0.4912773,252.696,67.0390687,0,0,252.696,67.0390687,321892.656
78,5.9302152,7.8903146,0.9878528,0.5030554,252.022,67.5380471,0,0,252.022,67.5380471,317602.0
79,6.0871354,7.7333944,0.9505314,0.5126808,251.971,68.3813108,0,0,251.971,68.3813108,314452.188
80,6.2070934,7.6134364,0.9230008,0.5200206,253.792,70.5895235,0,0,253.792,70.5895235,310877.656
81,6.3700838,7.450446,0.8868969,0.5299707,268.388,84.6497703,0,0,268.388,84.6497703,313027.25
82,6.5365796,7.2839502,0.8514709,0.5401111,274.165,91.5723398,0,0,274.165,91.5723398,311051.531
83,6.7066037,7.1139261,0.81671,0.5504456,275.586,94.4303794,0,0,275.586,94.4303794,309888.812
84,6.8364491,6.9840807,0.7910682,0.558326,276.082,96.062543,0,0,276.082,96.062543,306778.625
85,7.0126931,6.8078367,0.7574414,0.569009,276.965,98.5915347,0,0,276.965,98.5915347,302423.344
86,7.1472212,6.6733086,0.7326362,0.5771552,278.548,101.5861819,0,0,278.548,101.5861819,303611.75
87,7.3297275,6.4908023,0.7001064,0.5881985,278.977,103.857258,0,0,278.977,103.857258,303427.625
88,7.4689628,6.351567,0.6761104,0.5966194,280.541,107.0624255,0,0,280.541,107.0624255,300010.625
89,7.6577542,6.1627756,0.6446418,0.6080351,279.42,107.7851634,0,0,279.42,107.7851634,295325.375
90,7.8017065,6.0188233,0.6214287,0.61674,278.246,107.9982393,0,0,278.246,107.9982393,296693.5
91,7.9476796,5.8728502,0.5985433,0.6255695,277.526,108.7847976,0,0,277.526,108.7847976,293548.5
92,8.0956711,5.7248587,0.5759808,0.6345255,275.995,108.6501771,0,0,275.995,108.6501771,290532.656
93,8.2961266,5.5244032,0.5463922,0.6466665,274.114,108.7138173,0,0,274.114,108.7138173,286939.281
94,8.4488118,5.371718,0.5245658,0.6559245,272.565,108.6546915,0,0,272.565,108.6546915,285139.062
95,8.6034987,5.2170311,0.5030475,0.665315,270.814,108.3757801,0,0,270.814,108.3757801,280366.625
96,8.7601795,5.0603503,0.4818329,0.6748399,269.552,108.7182867,0,0,269.552,108.7182867,271764.188
97,8.9188451,4.9016847,0.4609178,0.6845012,268.227,109.031872,0,0,268.227,109.031872,277913.938
98,9.0794853,4.7410445,0.4402978,0.6943008,266.787,109.2492146,0,0,266.787,109.2492146,276643.312
99,9.2420885,4.5784413,0.4199689,0.7042408,265.095,109.2092045,0,0,265.095,109.2092045,277480.094
100,9.4066418,4.413888,0.399927,0.714323,263.074,108.765029,0,0,263.074,108.765029,274077.844
101,9.5731313,4.2473985,0.3801679,0.7245495,261.448,108.8612266,0,0,261.448,108.8612266,272648.781
102,9.7415418,4.078988,0.3606877,0.7349225,259.901,109.0913018,0,0,259.901,109.0913018,268881.312
103,9.8548746,3.9656552,0.3478538,0.7419202,258.785,109.1714346,0,0,258.785,109.1714346,267133.25
104,10.0264497,3.7940801,0.3288297,0.7525419,257.615,109.9449902,0,0,257.615,109.9449902,264530.5
105,10.1998995,3.6206303,0.3100741,0.7633156,257.205,111.7585165,0,0,257.205,111.7585165,262187.281
106,10.3752046,3.4453252,0.2915832,0.7742436,256.654,113.462651,0,0,256.654,113.462651,261856.469
107,10.5523448,3.268185,0.2733533,0.785328,254.886,113.6138993,0,0,254.886,113.6138993,259479.328
108,10.6714471,3.1490827,0.2613433,0.7928056,253.5,113.4517085,0,0,253.5,113.4517085,259755.688
109,10.8515973,2.9689325,0.2435402,0.8041558,251.491,113.3426544,0,0,251.491,113.3426544,256132.359
110,11.0335233,2.7870065,0.2259884,0.8156684,249.469,113.2203162,0,0,249.469,113.2203162,253017.234
111,11.155782,2.6647478,0.214425,0.8234349,248.251,113.3541936,0,0,248.251,113.3541936,254036.344
112,11.3406139,2.4799159,0.1972842,0.8352236,246.141,113.1705568,0,0,246.141,113.1705568,249843.547
113,11.5271559,2.2933739,0.1803853,0.847181,244.49,113.6525922,0,0,244.49,113.6525922,246486.25
114,11.6524544,2.1680754,0.169252,0.8552476,243.407,114.0099478,0,0,243.407,114.0099478,245891.781
115,11.8417883,1.9787415,0.1527488,0.8674917,241.297,113.9153375,0,0,241.297,113.9153375,243388.875
116,11.9689232,1.8516066,0.1418762,0.8757517,239.807,113.7283008,0,0,239.807,113.7283008,241640.312
117,12.1609735,1.6595563,0.1257593,0.8882893,237.89,113.9460937,0,0,237.89,113.9460937,240088.625
118,12.3546162,1.4659136,0.1098699,0.9010065,235.946,114.1280982,0,0,235.946,114.1280982,238266.969
119,12.4845818,1.335948,0.0994018,0.9095856,234.574,114.1620516,0,0,234.574,114.1620516,237565.5
120,12.6808145,1.1397153,0.0838844,0.9226076,233.071,115.0636869,0,0,233.071,115.0636869,235202.156
121,12.8124798,1.00805,0.0736614,0.9313923,231.818,115.297781,0,0,231.818,115.297781,232981.453
122,13.0112207,0.8093091,0.0585073,0.9447266,229.533,115.0646663,0,0,229.533,115.0646663,231497.609
123,13.1445304,0.6759994,0.0485236,0.9537219,228.057,115.0121713,0,0,228.057,115.0121713,228445.109
124,13.3456961,0.4748337,0.0337244,0.9673759,225.999,115.1430879,0,0,225.999,115.1430879,225211.531
125,13.4805942,0.3399356,0.0239744,0.9765869,225.032,115.8883302,0,0,225.032,115.8883302,224640.281
126,13.6841,0.1364298,0.0095217,0.9905681,224.38,118.275958,0,0,224.38,118.275958,224073.312
127,13.8205298,0.0,0.0,1.0,223.091,118.5526404,0,0,223.091,118.5526404,220466.734
