Snapshot,Time_Gyr,Redshift,ExpansionFactor,Mass_Msun,Mass_H_Msun,Mass_B_Msun,Mass_CD_Msun,Mass_WD_Msun
51.0,1.816629764214748,3.4908613692606485,0.22267443097773348,1333806336.0,207076320.0,764428800.0,118586832.0,243714400.0
52.0,1.949231863937383,3.2830330579565246,0.23347940267290615,1893691008.0,361670496.0,971963648.0,173918144.0,386138560.0
53.0,2.0913186379114133,3.084822635834013,0.24480867081657914,2245273600.0,298134528.0,1215836160.0,234303808.0,496999072.0
54.0,2.243523728229641,2.8957850057274284,0.2566876761756205,2492270592.0,380192960.0,1244212480.0,299829120.0,568035840.0
55.0,2.38970908764874,2.7331426173187188,0.2678708269437177,2713789184.0,392616960.0,1296167296.0,387693536.0,637311488.0
56.0,2.545136331266385,2.5772902716018935,0.27954119573086944,3003309056.0,335139104.0,1420795136.0,521715712.0,725659200.0
57.0,2.6914781240414243,2.4442257045541464,0.29034101878914165,3611976704.0,226834784.0,1577696256.0,851233728.0,956211968.0
58.0,2.845920886458248,2.3161107439568918,0.30155808331261197,4191601408.0,200039712.0,1787091968.0,962611200.0,1241858560.0
59.0,2.988012615874371,2.207925472383703,0.3117279402557108,4690994688.0,720032000.0,1735001344.0,941374464.0,1294586880.0
60.0,3.1368772698499368,2.1032696525957713,0.32224076923625916,5468914176.0,600979712.0,2399974912.0,826755712.0,1641204096.0
61.0,3.29278934427696,2.0020281392528516,0.3331081367707903,6224603648.0,677765376.0,3139685632.0,865449664.0,1541703552.0
62.0,3.4560273421127374,1.9040895435327672,0.344341999449342,6947254784.0,703756416.0,3313063424.0,1192658944.0,1737775104.0
63.0,3.6019897617620327,1.822689252620354,0.3542720825792927,7526415872.0,822525056.0,3272681984.0,1591755392.0,1839454080.0
64.0,3.7537195774394347,1.7435705743308647,0.3644885279628326,8105266176.0,883643264.0,3305114880.0,1903840256.0,2012667648.0
65.0,3.911395417791096,1.6666695561144653,0.3749995936718436,8635637760.0,965442944.0,3239320576.0,2272462848.0,2158412288.0
66.0,4.047462659359281,1.6042345220731056,0.3839899945738943,9125482496.0,914938880.0,3296434432.0,2640229888.0,2273879552.0
67.0,4.216501575170758,1.5312390291576135,0.395063440663206,9688904704.0,866061696.0,3423620864.0,2963501568.0,2435720448.0
68.0,4.362284942489244,1.4719748452657977,0.40453486082803386,10355384320.0,994428416.0,3282837504.0,3375693056.0,2702426880.0
69.0,4.51264561130662,1.4140982203725216,0.41423335287728646,10996554752.0,941876224.0,3448048896.0,3657479168.0,2949152768.0
70.0,4.667681813768118,1.3575766674029972,0.42416436072959446,11785435136.0,1037008320.0,3382142464.0,4246761728.0,3119523072.0
71.0,4.827489579195381,1.3023784599059653,0.4343334588184266,12603749376.0,997447936.0,3426902784.0,4897250304.0,3282148352.0
72.0,4.992162284945694,1.2484726142451428,0.4447463552211064,13351519232.0,1009922496.0,3440592896.0,5611909632.0,3289094144.0
73.0,5.127463975584815,1.2062580807810006,0.45325613023749545,13905379328.0,940171200.0,3519920640.0,6046283776.0,3399002624.0
74.0,5.301118608921481,1.1546027123602154,0.46412268687092223,14580799488.0,966159232.0,3488453888.0,6516725248.0,3609458688.0
75.0,5.443716379840261,1.1141505637653806,0.4730032085410998,15111856128.0,906772096.0,3560897792.0,7009109504.0,3635075072.0
76.0,5.589624137566063,1.074457894547674,0.4820536500780824,15588093952.0,1022265728.0,3474215680.0,7360748032.0,3730865920.0
77.0,5.738880497072539,1.035510445664141,0.4912772627279358,16125587456.0,923567552.0,3567811072.0,7790117376.0,3844091904.0
78.0,5.930215178562359,0.987852810815766,0.5030553542792862,16774925312.0,968527744.0,3546785024.0,8225130496.0,4034481920.0
79.0,6.087135431528504,0.9505313515850327,0.5126808134549512,17393717248.0,950972928.0,3614141952.0,8592713728.0,4235887616.0
80.0,6.207093384097111,0.9230008161779089,0.5200205801199638,17865043968.0,1037989312.0,3500512768.0,8931524608.0,4395018240.0
81.0,6.370083836372647,0.8868969375752482,0.5299706518603222,18414974976.0,897586880.0,3676973824.0,9292377088.0,4548036608.0
82.0,6.536579634205232,0.8514709006246495,0.5401111082343341,18976225280.0,923230656.0,3621538816.0,9889402880.0,4542054400.0
83.0,6.706603691236406,0.8167099790118506,0.5504455920608321,19590371328.0,912351808.0,3662622464.0,10299835392.0,4715559424.0
84.0,6.836449148310662,0.7910682489463392,0.5583260161014446,20067399680.0,926015936.0,3666439936.0,10561301504.0,4913637888.0
85.0,7.012693145756433,0.7574413726158526,0.5690090239036288,20669712384.0,901310528.0,3694684928.0,11059404800.0,5014307840.0
86.0,7.147221247683246,0.7326361820223115,0.5771552102951079,21173614592.0,905414720.0,3666971904.0,11578656768.0,5022571008.0
87.0,7.329727457563047,0.7001063537185233,0.5881984958251407,21877669888.0,958416640.0,3675300864.0,12026595328.0,5217353216.0
88.0,7.468962790806977,0.6761104112134777,0.596619407235837,22522052608.0,968161600.0,3613904384.0,12572531712.0,5367457792.0
89.0,7.657754221443944,0.6446418406845371,0.6080351206337894,23357558784.0,930047424.0,3659491584.0,13101889536.0,5666121216.0
90.0,7.80170653839661,0.6214287452425136,0.616740021992414,23978991616.0,905298560.0,3708427008.0,13595398144.0,5769862656.0
91.0,7.947679589081643,0.5985432881875667,0.6255695465925124,24613138432.0,942283968.0,3729590528.0,14020016128.0,5921248256.0
92.0,8.095671082722221,0.5759808451078874,0.6345254785958663,25223647232.0,900747392.0,3812611072.0,14533547008.0,5976743936.0
93.0,8.296126559325902,0.5463921831410221,0.6466664866145445,25926975488.0,914801280.0,3755068928.0,15040413696.0,6216689664.0
94.0,8.448811765562718,0.524565820433923,0.6559244517992534,26390022144.0,1005794880.0,3689290240.0,15501974528.0,6192962560.0
95.0,8.60349865622863,0.5030475232448832,0.6653149581332802,26832672768.0,1041696384.0,3714818560.0,15806336000.0,6269815808.0
96.0,8.760179450310375,0.4818329434209512,0.6748399031346985,27316799488.0,1048230080.0,3744070656.0,16023881728.0,6500613120.0
97.0,8.918845098217659,0.4609177941806475,0.684501211487295,27809103872.0,1128135936.0,3627492608.0,16531706880.0,6521769984.0
98.0,9.079485288786328,0.4402978492477432,0.6943008354294861,28283676672.0,1165308160.0,3567382528.0,16792886272.0,6758099456.0
99.0,9.242088459951992,0.41996894199726653,0.7042407551488017,28736155648.0,1340806400.0,3441558016.0,17151088640.0,6802704896.0
100.0,9.406641813093389,0.3999269646135635,0.7143229791820179,29210945536.0,2144115968.0,2671316992.0,17574651904.0,6820859904.0
101.0,9.573131331020738,0.38016786726023866,0.7245495448210172,29631643648.0,1190875520.0,3605212928.0,17933264896.0,6902286848.0
102.0,9.741541799560094,0.36068765726181673,0.7349225185244588,30105683968.0,1092641664.0,3745393664.0,18315827200.0,6951822848.0
103.0,9.854874595547287,0.3478538418581776,0.7419202059930923,30422575104.0,1038861504.0,3803568128.0,18618583040.0,6961572352.0
104.0,10.026449669104903,0.32882972420595435,0.7525418658117033,30813612032.0,1028066176.0,3787598592.0,18912141312.0,7085800960.0
105.0,10.19989947196752,0.31007412012783386,0.7633155900388464,31095937024.0,1021989120.0,3808872960.0,19143919616.0,7121158144.0
106.0,10.375204641492832,0.29158323972192446,0.7742435556962617,31350437888.0,1021365120.0,3859749632.0,19334928384.0,7134393856.0
107.0,10.552344763553133,0.2733533465784399,0.7853279709729014,31729776640.0,1003491456.0,3941543168.0,19496075264.0,7288665600.0
108.0,10.67144705609926,0.2613432561610123,0.7928056023731169,32047659008.0,938102784.0,4004253696.0,19809345536.0,7295960064.0
109.0,10.85159733936031,0.24354018155467028,0.8041557601699713,32327145472.0,1013834624.0,3944412160.0,19912968192.0,7455934976.0
110.0,11.033523308792786,0.22598838626019768,0.8156684118765909,32586268672.0,1032341056.0,3975950080.0,19933638656.0,7644342784.0
111.0,11.155782009390867,0.21442503551449454,0.823434934850752,32719288320.0,1031718848.0,4060032512.0,20261801984.0,7365731840.0
112.0,11.340613907183545,0.19728418237600986,0.8352235958012078,32934477824.0,1007072320.0,4117473792.0,20373970944.0,7435957248.0
113.0,11.527155884914245,0.1803852617057493,0.8471810284677068,33171353600.0,1005202304.0,4003814144.0,20565581824.0,7596759552.0
114.0,11.652454415336605,0.1692520332436107,0.8552476040823377,33336553472.0,920576320.0,4135956736.0,20630044672.0,7649972736.0
115.0,11.841788296065106,0.15274876890238098,0.8674917093619414,33527879680.0,946731264.0,4239947008.0,20802781184.0,7538406912.0
116.0,11.968923189270404,0.14187620396956202,0.8757516765159388,33680195584.0,980639232.0,4167239424.0,20813209600.0,7719101440.0
117.0,12.160973462266846,0.12575933241126092,0.8882893272206793,33989369856.0,964817536.0,4079985920.0,20789129216.0,8155435008.0
118.0,12.354616159128053,0.10986994045882548,0.9010064725120812,34370396160.0,1097851136.0,4157454080.0,20780804096.0,8334289920.0
119.0,12.48458181323533,0.09940180263022191,0.9095855560793044,34522619904.0,1081782016.0,4301552640.0,20752582656.0,8386712064.0
120.0,12.680814521632618,0.08388443079747931,0.9226075876597282,35111317504.0,1242549888.0,4356643328.0,21117433856.0,8394680320.0
121.0,12.812479750823842,0.07366138465643868,0.9313923498515226,36638044160.0,1670150144.0,4466031616.0,20910034944.0,9591822336.0
122.0,13.011220678541196,0.058507322794512984,0.9447265771954694,36009480192.0,1402251264.0,4570911232.0,19546947584.0,10489376768.0
123.0,13.144530370226075,0.04852362998180593,0.9537219490392906,36248420352.0,1687453056.0,4574828032.0,19103918080.0,10882223104.0
124.0,13.345696086314069,0.0337243718735154,0.9673758568617342,37205311488.0,2262952448.0,4236092928.0,19110137856.0,11596122112.0
125.0,13.48059417811007,0.023974428382762536,0.9765868876036025,36894072832.0,2039075968.0,4210457600.0,18780153856.0,11864385536.0
126.0,13.684100038722406,0.009521666967944764,0.99056814006128,36766892032.0,1875213824.0,4350322688.0,18735108096.0,11806253056.0
127.0,13.82052979916365,2.220446049250313e-16,0.9999999999999998,36783861760.0,1776655360.0,4381359616.0,18704146432.0,11921700864.0
